SC_cat,BatchID,CpdID,SC_Target_name,Concentration (M),Destination Well,Destination Plate Barcode
S3937,S3937-01,Pterostilbene,autophagy,5.00E-06,I16,PD-SC2-02
S3899,S3899-01,Hederagenin,Others,5.00E-06,L5,PD-SC2-02
S3903,S3903-01,Lycorine,AChR,5.00E-06,N6,PD-SC2-02
S3904,S3904-01,Isoimperatorin,Others,5.00E-06,C11,PD-SC2-02
S3872,S3872-01,Guaiacol,Others,5.00E-06,G8,PD-SC2-02
S3925,S3925-01,(-)-Epicatechin gallate,Others,5.00E-06,K11,PD-SC2-02
S3931,S3931-01,Ginsenoside Rd,Others,5.00E-06,I22,PD-SC2-02
S4635,S4635-01,Cyproheptadine hydrochloride,5-HT Receptor,5.00E-06,N5,PD-SC2-02
S4612,S4612-01,Dapson,Anti-infection,5.00E-06,H20,PD-SC2-02
S4618,S4618-01,Fenoldopam mesylate,Dopamine Receptor,5.00E-06,M5,PD-SC3-02
S4623,S4623-01,Methylbenactyzine Bromide,AChR,5.00E-06,H7,PD-SC3-02
S4626,S4626-01,Ethosuximide,Calcium Channel,5.00E-06,F7,PD-SC3-02
S4628,S4628-01,(+/-)-Sulfinpyrazone,COX,5.00E-06,G8,PD-SC3-02
S4639,S4639-01,Brexpiprazole,5-HT Receptor#Dopamine Receptor,5.00E-06,L8,PD-SC3-02
S4619,S4619-01,Itopride hydrochloride,AChR,5.00E-06,N9,PD-SC3-02
S4631,S4631-01,Prochlorperazine dimaleate salt ,Dopamine Receptor,5.00E-06,E8,PD-SC3-02
S4539,S4539-01,Salicylic acid,COX,5.00E-06,J6,PD-SC3-02
S4601,S4601-01,Clioquinol,Anti-infection,5.00E-06,M8,PD-SC3-02
S4685,S4685-01,Efavirenz,Reverse Transcriptase,5.00E-06,F6,PD-SC3-02
S4542,S4542-01,Trihexyphenidyl hydrochloride,AChR,5.00E-06,I4,PD-SC3-02
S4648,S4648-01,Dantrolene sodium hemiheptahydrate,Calcium Channel,5.00E-06,I8,PD-SC3-02
S4686,S4686-01,Vitamin E,COX#VEGFR,5.00E-06,K16,PD-SC3-02
S4526,S4526-01,Fenbufen,COX,5.00E-06,C6,PD-SC3-02
S4517,S4517-01,Cefotaxime sodium,Anti-infection,5.00E-06,G21,PD-SC3-02
S4509,S4509-01,4-Aminoantipyrine,Others,5.00E-06,D16,PD-SC3-02
S4506,S4506-01,Acetazolamide,Carbonic Anhydrase,5.00E-06,M11,PD-SC3-02
S4609,S4609-01,Diflunisal,COX,5.00E-06,G16,PD-SC3-02
S4651,S4651-01,Etoricoxib,COX,5.00E-06,E6,PD-SC3-02
S4750,S4750-01,Sulfacetamide sodium salt hydrate,Autophagy#Anti-infection,5.00E-06,K19,PD-SC3-02
S4691,S4691-01,Oxybenzone,Others,5.00E-06,J20,PD-SC3-02
S4660,S4660-01,Glycopyrrolate,AChR,5.00E-06,H8,PD-SC3-02
S4505,S4505-01,Vinblastine sulfate,Microtubule Associated#AChR,5.00E-06,N19,PD-SC3-02
S4570,S4570-01,Halothane,Others,5.00E-06,D9,PD-SC3-02
S4656,S4656-01,Parecoxib,COX,5.00E-06,I20,PD-SC3-02
S4558,S4558-01,Citiolone,Others,5.00E-06,D3,PD-SC3-02
S4661,S4661-01,Tiagabine hydrochloride,GABA Receptor,5.00E-06,D21,PD-SC3-02
S4319,S4319-01,Dibenzepine HCl,Others,5.00E-06,D20,PD-SC3-02
S4409,S4409-01,Quipazine Maleate,Others,5.00E-06,H21,PD-SC3-02
S4358,S4358-01,Pimozide,Others,5.00E-06,D6,PD-SC3-02
S4573,S4573-01,m-Tolyl acetate,Anti-infection,5.00E-06,C15,PD-SC3-02
S4751,S4751-01,Cisapride hydrate,5-HT Receptor,5.00E-06,G22,PD-SC3-02
S4655,S4655-01,Sulpiride,Dopamine Receptor,5.00E-06,J17,PD-SC3-02
S4748,S4748-01,Ondansetron Hydrochloride Dihydrate,5-HT Receptor,5.00E-06,D19,PD-SC3-02
S4731,S4731-01,Perphenazine,Dopamine Receptor,5.00E-06,E7,PD-SC3-02
S4508,S4508-01,"2,2,2-Tribromoethanol",Others,5.00E-06,F5,PD-SC3-02
S4718,S4718-01,Acetylcholine iodide,AChR,5.00E-06,D15,PD-SC3-02
S4667,S4667-01,Lidocaine hydrochloride,EGFR,5.00E-06,M9,PD-SC3-02
S4522,S4522-01,Dehydroacetic acid,Anti-infection,5.00E-06,E16,PD-SC3-02
S4693,S4693-01,Guanfacine Hydrochloride,Adrenergic Receptor,5.00E-06,C19,PD-SC3-02
S4687,S4687-01,Rivastigmine,AChR,5.00E-06,L21,PD-SC3-02
S4672,S4672-01,Dimenhydrinate,Others,5.00E-06,I15,PD-SC3-02
S4274,S4274-01,Rotigotine,Dopamine Receptor,5.00E-06,H11,PD-SC3-02
S4420,S4420-01,Mefloquine HCl,Anti-infection,5.00E-06,K18,PD-SC3-02
S4368,S4368-01,Carbenoxolone Sodium,Others,5.00E-06,D7,PD-SC3-02
S4585,S4585-01,Succinylsulfathiazole,Anti-infection,5.00E-06,D17,PD-SC3-02
S4281,S4281-01,Tasimelteon,Melatonin Receptor,5.00E-06,G6,PD-SC3-02
S4286,S4286-01,Anidulafungin,Anti-infection,5.00E-06,K9,PD-SC3-02
S4247,S4247-01,Prucalopride Succinate,5-HT Receptor,5.00E-06,N16,PD-SC3-02
S4248,S4248-01,Bromfenac Sodium,COX,5.00E-06,N15,PD-SC3-02
S4250,S4250-01,Sulfamethoxypyridazine,Anti-infection,5.00E-06,E19,PD-SC3-02
S4251,S4251-01,Phenothiazine,Dopamine Receptor,5.00E-06,F15,PD-SC3-02
S4256,S4256-01,Buspirone HCl,5-HT Receptor,5.00E-06,D11,PD-SC3-02
S4257,S4257-01,Alizapride HCl,Dopamine Receptor,5.00E-06,L16,PD-SC3-02
S4259,S4259-01,Vilazodone HCl,5-HT Receptor,5.00E-06,K3,PD-SC3-02
S4249,S4249-01,Flopropione,5-HT Receptor,5.00E-06,F9,PD-SC3-02
S4334,S4334-01,Mesoridazine Besylate,Others,5.00E-06,G18,PD-SC3-02
S4389,S4389-01,Bephenium Hydroxynaphthoate,Others,5.00E-06,J5,PD-SC3-02
S4385,S4385-01,Fosfomycin Tromethamine,Others,5.00E-06,C21,PD-SC3-02
S4380,S4380-01,Nomifensine Maleate,Others,5.00E-06,F3,PD-SC3-02
S4269,S4269-01,Vinorelbine Tartrate,Microtubule Associated,5.00E-06,C9,PD-SC3-02
S4377,S4377-01,Imipramine HCl,Others,5.00E-06,M22,PD-SC3-02
S4357,S4357-01,Tacrine HCl,Others,5.00E-06,K5,PD-SC3-02
S4422,S4422-01,Nitenpyram,AChR,5.00E-06,G4,PD-SC3-02
S4309,S4309-01,Bromocriptine Mesylate,Others,5.00E-06,M4,PD-SC3-02
S4295,S4295-01,Meclofenamate Sodium,COX,5.00E-06,L3,PD-SC3-02
S4292,S4292-01,Diphenidol HCl,AChR,5.00E-06,L6,PD-SC3-02
S4283,S4283-01,Cyclobenzaprine HCl,5-HT Receptor,5.00E-06,I7,PD-SC3-02
S4322,S4322-01,Disopyramide Phosphate ,Others,5.00E-06,M15,PD-SC3-02
S4882,S4882-01,Resorantel,Anti-infection,5.00E-06,G3,PD-SC3-02
S4992,S4992-01,Nanofin,AChR,5.00E-06,F22,PD-SC3-02
S5153,S5153-01,Tetrahydroberberine,Dopamine Receptor#5-HT Receptor,5.00E-06,K15,PD-SC3-02
S5017,S5017-01,Oxyclozanide,Anti-infection,5.00E-06,L15,PD-SC3-02
S5034,S5034-01,Melitracen hydrochloride,Dopamine Receptor,5.00E-06,G10,PD-SC3-02
S5066,S5066-01,Pramipexole dihydrochloride,Dopamine Receptor,5.00E-06,I10,PD-SC3-02
S5071,S5071-01,Duloxetine,5-HT Receptor,5.00E-06,G15,PD-SC3-02
S5073,S5073-01,Donepezil,AChR,5.00E-06,C5,PD-SC3-02
S5075,S5075-01,Acotiamide,AChR,5.00E-06,M6,PD-SC3-02
S5100,S5100-01,Pralidoxime Iodide,AChR,5.00E-06,M10,PD-SC3-02
S5002,S5002-01,Fingolimod HCl,S1P Receptor,5.00E-06,G20,PD-SC3-02
S4761,S4761-01,Thymoquinone,Others,5.00E-06,H16,PD-SC3-02
S5062,S5062-01,Daclatasvir Digydrochloride,HCV Protease,5.00E-06,C11,PD-SC3-02
S4963,S4963-01,Purpurin,Others,5.00E-06,N21,PD-SC3-02
S4785,S4785-01,Nicotinamide N-oxide,Others,5.00E-06,L22,PD-SC3-02
S4982,S4982-01,"2,2':5',2''-Terthiophene",Others,5.00E-06,I17,PD-SC3-02
S4790,S4790-01,3-Hydroxyflavone,Others,5.00E-06,K7,PD-SC3-02
S4976,S4976-01,Sulfalene,Others,5.00E-06,E15,PD-SC3-02
S5176,S5176-01,Fructose,Others,5.00E-06,H22,PD-SC3-02
S4938,S4938-01,Cedrol,P450 (e.g. CYP17),5.00E-06,E5,PD-SC3-02
S5043,S5043-01,Benorylate,Immunology & Inflammation related,5.00E-06,L10,PD-SC3-02
S4858,S4858-01,Tryptophol,Others,5.00E-06,L4,PD-SC3-02
S5140,S5140-01,Cinene,Others,5.00E-06,C22,PD-SC3-02
S4931,S4931-01,Propiverine hydrochloride,Others,5.00E-06,H4,PD-SC3-02
S5052,S5052-01,Granisetron,5-HT Receptor,5.00E-06,E4,PD-SC3-02
S4889,S4889-01,Perospirone hydrochloride,5-HT Receptor#Dopamine Receptor,5.00E-06,M3,PD-SC3-02
S4886,S4886-01,Menbutone,Others,5.00E-06,D22,PD-SC3-02
S5092,S5092-01,Febantel,Anti-infection,5.00E-06,E17,PD-SC3-02
S4765,S4765-01,Syringaldehyde,Others,5.00E-06,C3,PD-SC3-02
S4779,S4779-01,Menadiol Diacetate,Vitamin,5.00E-06,E11,PD-SC3-02
S4782,S4782-01,5-methoxyflavone,DNA/RNA Synthesis,5.00E-06,C10,PD-SC3-02
S4804,S4804-01,1-Naphthyl acetate,Others,5.00E-06,G19,PD-SC3-02
S4969,S4969-01,Tropine,Others,5.00E-06,L5,PD-SC3-02
S4926,S4926-01,(R)-Nepicastat HCl,Hydroxylase,5.00E-06,M19,PD-SC3-02
S4817,S4817-01,Atenolol,Adrenergic Receptor,5.00E-06,L7,PD-SC3-02
S4834,S4834-01,Propantheline bromide,AChR,5.00E-06,H6,PD-SC3-02
S4838,S4838-01,Acotiamide hydrochloride,AChR,5.00E-06,H18,PD-SC3-02
S4839,S4839-01,Mosapride,5-HT Receptor,5.00E-06,G5,PD-SC3-02
S4851,S4851-01,Tafluprost,Others,5.00E-06,K22,PD-SC3-02
S5428,S5428-01,Promazine hydrochloride,Dopamine Receptor#5-HT Receptor,5.00E-06,M21,PD-SC3-02
S5434,S5434-01,AS057278,Others,5.00E-06,L17,PD-SC3-02
S5480,S5480-01,Clidinium Bromide,AChR,5.00E-06,D18,PD-SC3-02
S5481,S5481-01,Molindone hydrochloride,Dopamine Receptor,5.00E-06,J7,PD-SC3-02
S5483,S5483-01,Tribenzagan Hydrochloride,Others,5.00E-06,C16,PD-SC3-02
S5485,S5485-01,Desipramine Hydrochloride,5-HT Receptor,5.00E-06,M17,PD-SC3-02
S5493,S5493-01,Atropine sulfate,Muscarinic AChR,5.00E-06,J18,PD-SC3-02
S5511,S5511-01,Ethyl (triphenylphosphoranylidene) acetate,AChR,5.00E-06,N7,PD-SC3-02
S5538,S5538-01,Tropisetron,5-HT Receptor#AChR,5.00E-06,I6,PD-SC3-02
S5565,S5565-01,Triflupromazine hydrochloride,D1/D2 receptor,5.00E-06,E20,PD-SC3-02
S5563,S5563-01,Thioridazine hydrochloride,Others,5.00E-06,J22,PD-SC3-02
S5473,S5473-01,Pivmecillinam hydrochloride,Anti-infection,5.00E-06,J11,PD-SC3-02
S5567,S5567-01,Trimethadione,Others,5.00E-06,J21,PD-SC3-02
S5426,S5426-01,Bromopyruvic acid,Others,5.00E-06,F21,PD-SC3-02
S5429,S5429-01,Diallyl sulfide,P450 (e.g. CYP17),5.00E-06,E10,PD-SC3-02
S5425,S5425-01,Phenylglyoxal hydrate,Dehydrogenase,5.00E-06,L20,PD-SC3-02
S5273,S5273-01,Canrenone,Others,5.00E-06,C17,PD-SC3-02
S5465,S5465-01,Morroniside,Others,5.00E-06,G17,PD-SC3-02
S5551,S5551-01,6-Paradol,Others,5.00E-06,N20,PD-SC3-02
S5401,S5401-01,Tegaserod Maleate,5-HT Receptor,5.00E-06,G11,PD-SC3-02
S5424,S5424-01,Carbaryl,Others,5.00E-06,H15,PD-SC3-02
S5177,S5177-01,Naproxen,COX,5.00E-06,H3,PD-SC3-02
S5482,S5482-01,Prilocaine hydrochloride,Sodium channel,5.00E-06,H17,PD-SC3-02
S5202,S5202-01,Quinocetone,Anti-infection,5.00E-06,I22,PD-SC3-02
S5398,S5398-01,Nefazodone hydrochloride,5-HT Receptor,5.00E-06,H5,PD-SC3-02
S5200,S5200-01,Diaveridine,DHFR,5.00E-06,N17,PD-SC3-02
S5215,S5215-01,Abacavir,Reverse Transcriptase,5.00E-06,I3,PD-SC3-02
S5449,S5449-01,3-Methoxybenzamide,Transferase,5.00E-06,N10,PD-SC3-02
S5239,S5239-01,Paroxetine mesylate,5-HT Receptor,5.00E-06,F19,PD-SC3-02
S5253,S5253-01,Cisapride,5-HT Receptor,5.00E-06,N6,PD-SC3-02
S5258,S5258-01,Revefenacin,AChR,5.00E-06,C20,PD-SC3-02
S5238,S5238-01,Solifenacin,mAChR,5.00E-06,I16,PD-SC3-02
S5309,S5309-01,Propyphenazone,Others,5.00E-06,M7,PD-SC3-02
S5312,S5312-01,Urolithin A,Autophagy,5.00E-06,K21,PD-SC3-02
S5317,S5317-01,UK 5099,Others,5.00E-06,E22,PD-SC3-02
S5324,S5324-01,Oxidopamine hydrobromide,Dopamine Receptor,5.00E-06,I11,PD-SC3-02
S5326,S5326-01,Dolasetron,5-HT3,5.00E-06,F16,PD-SC3-02
S5357,S5357-01,Safinamide,MAO,5.00E-06,H19,PD-SC3-02
S5383,S5383-01,Erucic acid,Others,5.00E-06,E18,PD-SC3-02
S5385,S5385-01,Imidafenacin,mAChR,5.00E-06,K10,PD-SC3-02
S5269,S5269-01,J147,Others,5.00E-06,I18,PD-SC3-02
S5914,S5914-01,AK 7,Sirtuin,5.00E-06,I19,PD-SC3-02
S5857,S5857-01,Trazodone,5-HT Receptor,5.00E-06,I9,PD-SC3-02
S5858,S5858-01,Vilazodone,5-HT Receptor,5.00E-06,E3,PD-SC3-02
S5862,S5862-01,Metoclopramide,Dopamine Receptor,5.00E-06,C4,PD-SC3-02
S5873,S5873-01,Scopolamine HBr trihydrate,AChR antagonist,5.00E-06,G7,PD-SC3-02
S5900,S5900-01,Edrophonium chloride,AChR,5.00E-06,L9,PD-SC3-02
S5919,S5919-01,KHS101 hydrochloride,Microtubule Associat,5.00E-06,L19,PD-SC3-02
S5848,S5848-01,Frovatriptan Succinate,5-HT Receptor,5.00E-06,K17,PD-SC3-02
S5931,S5931-01,BQCA,AChR,5.00E-06,D10,PD-SC3-02
S5950,S5950-01,Fingolimod,S1P Receptor,5.00E-06,C8,PD-SC3-02
S5639,S5639-01,"3,4-Dihydroxyphenylacetic acid",Others,5.00E-06,J19,PD-SC3-02
S5736,S5736-01,Benzathine penicilline,Anti-infection,5.00E-06,K11,PD-SC3-02
S6009,S6009-01,"1-Phenyl-1,2-propanedione",Others,5.00E-06,G9,PD-SC3-02
S5854,S5854-01,Xylometazoline,Others,5.00E-06,N4,PD-SC3-02
S5920,S5920-01,CA-5f,Autophagy,5.00E-06,F4,PD-SC3-02
S5844,S5844-01,Lobelin sulphate,AChR,5.00E-06,H20,PD-SC3-02
S5930,S5930-01,PNU 282987,AChR,5.00E-06,C7,PD-SC3-02
S5842,S5842-01,Cabergoline,Dopamine Receptor,5.00E-06,N8,PD-SC3-02
S5904,S5904-01,WHI-P97,JAK,5.00E-06,N11,PD-SC3-02
S6008,S6008-01,p-Hydroxybenzaldehyde,Others,5.00E-06,F18,PD-SC3-02
S5595,S5595-01,3-Carene,Others,5.00E-06,N5,PD-SC3-02
S5843,S5843-01,Cinitapride Hydrogen Tartrate,5-HT Receptor,5.00E-06,F10,PD-SC3-02
S5641,S5641-01,Rhodamine B,Others,5.00E-06,K8,PD-SC3-02
S5642,S5642-01,Homovanillic acid,dopamine,5.00E-06,I5,PD-SC3-02
S5655,S5655-01,Venlafaxine,5-HT Receptor,5.00E-06,E21,PD-SC3-02
S5669,S5669-01,Isoxsuprine hydrochloride,Adrenergic Receptor,5.00E-06,N18,PD-SC3-02
S5693,S5693-01,Levomilnacipran Hydrochloride,5-HT Receptor,5.00E-06,K4,PD-SC3-02
S5698,S5698-01,Ketorolac tromethamine salt,COX,5.00E-06,J3,PD-SC3-02
S5699,S5699-01,Scopolamine N-Oxide HydrobroMide Monohydrate,AChR,5.00E-06,D5,PD-SC3-02
S5618,S5618-01,Hippuric acid,Others,5.00E-06,L18,PD-SC3-02
S5796,S5796-01,Vanoxerine dihydrochloride,Dopamine Receptor,5.00E-06,K6,PD-SC3-02
S5747,S5747-01,Morantel tartrate,AChR,5.00E-06,J16,PD-SC3-02
S5749,S5749-01,Chlorpromazine,Others,5.00E-06,D4,PD-SC3-02
S5714,S5714-01,lurasidone,Dopamine Receptor#5-HT Receptor,5.00E-06,C18,PD-SC3-02
S5751,S5751-01,Dihydroergotamine Mesylate ,Adrenergic Receptor,5.00E-06,J4,PD-SC3-02
S5766,S5766-01,Alfuzosin,Adrenergic Receptor,5.00E-06,J8,PD-SC3-02
S5711,S5711-01,Deracoxib,COX,5.00E-06,F17,PD-SC3-02
S5716,S5716-01,Abemaciclib,CDK,5.00E-06,M20,PD-SC3-02
S5741,S5741-01,Quetiapine,Others,5.00E-06,N3,PD-SC3-02
S5804,S5804-01,N-Acetylcysteine amide,Immunology & Inflamm,5.00E-06,J15,PD-SC3-02
S6098,S6098-01,2-Hydroxy-3-methylbutanoic acid,Others,5.00E-06,L11,PD-SC3-02
S6352,S6352-01,Androsterone,Androgen Receptor,5.00E-06,H9,PD-SC3-02
S6313,S6313-01,Thiolactic Acid,Others,5.00E-06,I21,PD-SC3-02
S6258,S6258-01,"1,2-Propanediol",Others,5.00E-06,E9,PD-SC3-02
S6196,S6196-01,4-Nitrophenol,Others,5.00E-06,F11,PD-SC3-02
S6402,S6402-01,2-Aminoethanethiol,Others,5.00E-06,M16,PD-SC3-02
S6473,S6473-01,Pinaverium bromide,Calcium Channel,5.00E-06,D8,PD-SC3-02
S6283,S6283-01,"3,3-Dimethylglutaric acid",Others,5.00E-06,F20,PD-SC3-02
S6261,S6261-01,2-Acetylpyrazine,Others,5.00E-06,J9,PD-SC3-02
S6278,S6278-01,4-Methylvaleric acid,Others,5.00E-06,K20,PD-SC3-02
S6273,S6273-01,2-(4-Methoxyphenyl)acetic acid,Others,5.00E-06,F8,PD-SC3-02
S6152,S6152-01,Acid Red 27,Others,5.00E-06,M18,PD-SC3-02
S6163,S6163-01,Traumatic acid,Others,5.00E-06,N22,PD-SC3-02
S6415,S6415-01,Azeliragon,Others,5.00E-06,H10,PD-SC3-02
S6073,S6073-01,Diclofenac acid,COX,5.00E-06,J10,PD-SC3-02
S6083,S6083-01,DL-Dopa,Others,5.00E-06,I3,PD-SC4-02
S6184,S6184-01,N-Methylhydantoin,Others,5.00E-06,L19,PD-SC4-02
S6264,S6264-01,Rutin hydrate,Others,5.00E-06,D9,PD-SC4-02
S6324,S6324-01,5-Methoxytryptamine,5-HT Receptor,5.00E-06,K9,PD-SC4-02
S6494,S6494-01,CCCP,Others,5.00E-06,I19,PD-SC4-02
S6482,S6482-01,Fosphenytoin,Others,5.00E-06,M20,PD-SC4-02
S6469,S6469-01,Thonzylamine,Histamine Receptor,5.00E-06,F20,PD-SC4-02
S6479,S6479-01,Isohomovanillic acid,Others,5.00E-06,L7,PD-SC4-02
S6471,S6471-01,Lucanthone,Autophagy,5.00E-06,D22,PD-SC4-02
S6457,S6457-01,Flurbiprofen Axetil,COX,5.00E-06,M15,PD-SC4-02
S6448,S6448-01,Ibuprofen piconol,Immunology & Inflamm,5.00E-06,N4,PD-SC4-02
S6452,S6452-01,Delavirdine mesylate,Reverse Transcriptas,5.00E-06,D19,PD-SC4-02
S6455,S6455-01,Clebopride malate,Dopamine Receptor,5.00E-06,G5,PD-SC4-02
S7386,S7386-01,MG-101,Cysteine Protease,5.00E-06,M4,PD-SC4-02
S7311,S7311-01,Q-VD-Oph,Caspase,5.00E-06,H7,PD-SC4-02
S7367,S7367-01,GNE-0877,LRRK2,5.00E-06,N8,PD-SC4-02
S7368,S7368-01,GNE-9605,LRRK2,5.00E-06,I5,PD-SC4-02
S7397,S7397-01,Sorafenib,Raf,5.00E-06,M17,PD-SC4-02
S7436,S7436-01,NH125,CaMK,5.00E-06,I7,PD-SC4-02
S7440,S7440-01,Ribociclib,CDK,5.00E-06,L15,PD-SC4-02
S7366,S7366-01,LY2119620,AChR,5.00E-06,N21,PD-SC4-02
S7157,S7157-01,Ilomastat,MMP,5.00E-06,J18,PD-SC4-02
S7430,S7430-01,SB-3CT,MMP,5.00E-06,G3,PD-SC4-02
S7359,S7359-01,K02288,TGF-beta/Smad,5.00E-06,C10,PD-SC4-02
S7162,S7162-01,Mdivi-1,Dynamin,5.00E-06,N11,PD-SC4-02
S7337,S7337-01,SH-4-54,STAT,5.00E-06,L8,PD-SC4-02
S7422,S7422-01,KN-62,CaMK,5.00E-06,J9,PD-SC4-02
S6614,S6614-01,Fursultiamine,Vitamin,5.00E-06,H21,PD-SC4-02
S7284,S7284-01,Rociletinib,EGFR,5.00E-06,I18,PD-SC4-02
S6537,S6537-01,CVT-313,CDK,5.00E-06,I9,PD-SC4-02
S7302,S7302-01,TEPP-46,PKM,5.00E-06,G17,PD-SC4-02
S7343,S7343-01,URMC-099,LRRK2,5.00E-06,N18,PD-SC4-02
S7009,S7009-01,LCL161,IAP,5.00E-06,I4,PD-SC4-02
S7030,S7030-01,RG-7112,Mdm2,5.00E-06,J19,PD-SC4-02
S7148,S7148-01,ML347,TGF-beta/Smad#ALK,5.00E-06,C16,PD-SC4-02
S7110,S7110-01,(+)-JQ1,Epigenetic Reader Domain,5.00E-06,H10,PD-SC4-02
S7179,S7179-01,BAF312,S1P Receptor,5.00E-06,C19,PD-SC4-02
S7213,S7213-01,Thiamet G ,OGA,5.00E-06,E11,PD-SC4-02
S7242,S7242-01,Erastin,Ferroptosis,5.00E-06,C21,PD-SC4-02
S7289,S7289-01,PFK15,Autophagy,5.00E-06,L20,PD-SC4-02
S7292,S7292-01,RG2833,HDAC,5.00E-06,H17,PD-SC4-02
S6561,S6561-01,4-IBP,Others,5.00E-06,I20,PD-SC4-02
S7038,S7038-01,Epoxomicin,Proteasome,5.00E-06,H15,PD-SC4-02
S7971,S7971-01,AZD3759,EGFR,5.00E-06,K20,PD-SC4-02
S7993,S7993-01,SKF38393,Dopamine Receptor,5.00E-06,I11,PD-SC4-02
S7952,S7952-01,Ozanimod,S1P Receptor,5.00E-06,H16,PD-SC4-02
S7959,S7959-01,SIS3 HCl,TGF-beta/Smad,5.00E-06,J15,PD-SC4-02
S7963,S7963-01,TIC10,Akt,5.00E-06,G4,PD-SC4-02
S7949,S7949-01,MRT68921 HCl,Autophagy,5.00E-06,G18,PD-SC4-02
S7620,S7620-01,GSK1324726A,Epigenetic Reader Domain,5.00E-06,K21,PD-SC4-02
S7552,S7552-01,CFI-400945,PLK,5.00E-06,C18,PD-SC4-02
S7960,S7960-01,Larotrectinib sulfate,Trk receptor,5.00E-06,K15,PD-SC4-02
S7616,S7616-01,CPI-169,Histone Methyltransferase,5.00E-06,L11,PD-SC4-02
S7482,S7482-01,EHT 1864 2HCl,Rho,5.00E-06,F3,PD-SC4-02
S7597,S7597-01,BV-6,IAP,5.00E-06,D4,PD-SC4-02
S7660,S7660-01,Obeticholic Acid,FXR,5.00E-06,H18,PD-SC4-02
S7722,S7722-01,Bikinin,GSK-3,5.00E-06,D21,PD-SC4-02
S7941,S7941-01,NCT-501,Dehydrogenase,5.00E-06,D5,PD-SC4-02
S7798,S7798-01,GNE-317,PI3K,5.00E-06,D3,PD-SC4-02
S7889,S7889-01,Xanthohumol,COX,5.00E-06,M8,PD-SC4-02
S7912,S7912-01,BMS202,PD-1/PD-L1,5.00E-06,J21,PD-SC4-02
S7781,S7781-01,Sunitinib,PDGFR#c-Kit#VEGFR,5.00E-06,G22,PD-SC4-02
S7751,S7751-01,VER155008,HSP (e.g. HSP90),5.00E-06,F19,PD-SC4-02
S7741,S7741-01,SB239063,p38 MAPK,5.00E-06,E7,PD-SC4-02
S7725,S7725-01,BLZ945,CSF-1R,5.00E-06,E16,PD-SC4-02
S7699,S7699-01,Liproxstatin-1,Ferroptosis,5.00E-06,E18,PD-SC4-02
S7683,S7683-01,PIK-III,Autophagy#PI3K,5.00E-06,G16,PD-SC4-02
S7664,S7664-01,GSK2578215A,LRRK2,5.00E-06,M3,PD-SC4-02
S7612,S7612-01,PX-478 2HCl,HIF,5.00E-06,E6,PD-SC4-02
S7585,S7585-01,SB-334867,OX Receptor,5.00E-06,M6,PD-SC4-02
S7979,S7979-01,FG-2216,HIF,5.00E-06,H11,PD-SC4-02
S7584,S7584-01,LRRK2-IN-1,LRRK2,5.00E-06,K11,PD-SC4-02
S7792,S7792-01,SRT2104,Sirtuin,5.00E-06,N3,PD-SC4-02
S7528,S7528-01,GNE-7915,LRRK2,5.00E-06,D7,PD-SC4-02
S7460,S7460-01,BTB06584,ATPase,5.00E-06,C11,PD-SC4-02
S7458,S7458-01,VER-49009,HSP (e.g. HSP90),5.00E-06,I6,PD-SC4-02
S7576,S7576-01,UNC2025,TAM Receptor#FLT3,5.00E-06,L21,PD-SC4-02
S7811,S7811-01,MHY1485,mTOR#Autophagy,5.00E-06,L18,PD-SC4-02
S7818,S7818-01,Pexidartinib,CSF-1R#c-Kit,5.00E-06,K18,PD-SC4-02
S7852,S7852-01,Eliglustat,Others,5.00E-06,C20,PD-SC4-02
S7863,S7863-01,SC79,Akt,5.00E-06,H8,PD-SC4-02
S7885,S7885-01,SBI-0206965,Autophagy,5.00E-06,M16,PD-SC4-02
S7888,S7888-01,Spautin-1,Autophagy,5.00E-06,D20,PD-SC4-02
S7492,S7492-01,Uprosertib,Akt,5.00E-06,D16,PD-SC4-02
S7786,S7786-01,Erlotinib,EGFR,5.00E-06,F6,PD-SC4-02
S8611,S8611-01,Vorasidenib,Dehydrogenase,5.00E-06,E17,PD-SC4-02
S8009,S8009-01,AG-18,EGFR,5.00E-06,G15,PD-SC4-02
S8603,S8603-01,NGP 555,Gamma-secretase,5.00E-06,H5,PD-SC4-02
S8598,S8598-01,S 38093,Histamine Receptor,5.00E-06,J11,PD-SC4-02
S8188,S8188-01,BFH772,VEGFR,5.00E-06,F22,PD-SC4-02
S8067,S8067-01,Vorapaxar,Protease-activated Receptor,5.00E-06,J8,PD-SC4-02
S8596,S8596-01,Autophinib,Autophagy#PI3K,5.00E-06,N9,PD-SC4-02
S8541,S8541-01,FM-381,JAK,5.00E-06,K7,PD-SC4-02
S8249,S8249-01,HPI-4,Hedgehog/Smoothened,5.00E-06,I22,PD-SC4-02
S8144,S8144-01,Halofuginone,DNA/RNA Synthesis,5.00E-06,F8,PD-SC4-02
S8591,S8591-01,FX1,Bcl-6,5.00E-06,F7,PD-SC4-02
S8592,S8592-01,Pamiparib,PARP,5.00E-06,H22,PD-SC4-02
S8202,S8202-01,PF-06447475,LRRK2,5.00E-06,N7,PD-SC4-02
S8185,S8185-01,FPS-ZM1,Others,5.00E-06,F18,PD-SC4-02
S8448,S8448-01,ZINC00881524,ROCK,5.00E-06,L5,PD-SC4-02
